model,seed,epoch,train_loss,HR@10,NDCG@10
GMF,0,0,,0.1145281046628952,0.05050432106072348
GMF,0,1,0.43775403181915146,0.3828207850456238,0.20474592725581545
GMF,0,2,0.3519790063067023,0.3913043439388275,0.21267873429006814
GMF,0,3,0.34587347895975595,0.4231176972389221,0.23157613988849157
GMF,0,4,0.32547919738938347,0.4899257719516754,0.27696239257766425
GMF,0,5,0.30182514510986375,0.5270413756370544,0.29106915971691544
GMF,0,6,0.29244970536130904,0.5376458168029785,0.29597566060819447
GMF,0,7,0.285614120868381,0.5440084934234619,0.3053359498838436
GMF,0,8,0.27963648493359883,0.5768823027610779,0.3190295350798507
GMF,0,9,0.2722007623881719,0.5959703326225281,0.3323094848040415
GMF,0,10,0.2665434832729746,0.6055142879486084,0.3408392464482458
GMF,0,11,0.26000243844947957,0.6267232298851013,0.34788966324218773
GMF,0,12,0.2555809587175216,0.628844141960144,0.35102660869159286
GMF,0,13,0.250886676936894,0.6405090093612671,0.35960418625442364
GMF,0,14,0.24758870646585046,0.6436903476715088,0.35828415774107203
GMF,0,15,0.24533469718785933,0.6500530242919922,0.3624726484965906
GMF,0,16,0.24338372815372644,0.6352067589759827,0.3623985101920691
GMF,0,17,0.24249495448588324,0.6489925980567932,0.36745402294732005
GMF,0,18,0.24154157460587591,0.6585366129875183,0.37038255691932953
GMF,0,19,0.2416663899993742,0.6542947888374329,0.3714107663375051
GMF,0,20,0.2397445106858943,0.6532343626022339,0.37869652052099084
MLP,0,0,,0.09119830280542374,0.04236924791256744
MLP,0,1,0.3711420501232497,0.4581124186515808,0.33515218446598893
MLP,0,2,0.3247642447880561,0.553552508354187,0.32094257080759875
MLP,0,3,0.2917492094415014,0.6023330092430115,0.3459599556268025
MLP,0,4,0.27342167815639024,0.598091185092926,0.3531300593660287
MLP,0,5,0.2623489143595357,0.6086956262588501,0.35896474604915374
MLP,0,6,0.25490673277124243,0.6373276710510254,0.3680566566833596
MLP,0,7,0.2475083682836068,0.619300127029419,0.3678580200288148
MLP,0,8,0.24243696226223552,0.6383880972862244,0.3745172685555929
MLP,0,9,0.23642596826845771,0.628844141960144,0.3716735718166542
MLP,0,10,0.2318461678524413,0.6489925980567932,0.38365195108900024
MLP,0,11,0.2260481150970867,0.6383880972862244,0.3769586283011314
MLP,0,12,0.2229822645151997,0.6479321122169495,0.38115716745690675
MLP,0,13,0.218952442646916,0.630964994430542,0.37762733549641697
MLP,0,14,0.2151388967329046,0.6436903476715088,0.37595940830111646
MLP,0,15,0.21199560405928247,0.629904568195343,0.3788685754573805
MLP,0,16,0.20948244050401213,0.6235418915748596,0.3805489169360492
MLP,0,17,0.20704323119957607,0.6447507739067078,0.38347079244132337
MLP,0,18,0.20406999761868183,0.6500530242919922,0.3962050264965553
MLP,0,19,0.2024770340340519,0.6373276710510254,0.38683537988103095
MLP,0,20,0.19891239671111363,0.6511134505271912,0.39398200030477376
NeuMF,0,0,,0.09968186914920807,0.04283319903348182
NeuMF,0,1,0.3535768527224948,0.5047720074653625,0.27563914461995637
NeuMF,0,2,0.2950640945928641,0.5630965232849121,0.3157307596257834
NeuMF,0,3,0.2736798388430615,0.6076352000236511,0.3422064082149036
NeuMF,0,4,0.2577150405931335,0.6150583028793335,0.35316904675272176
NeuMF,0,5,0.24688926479264192,0.6352067589759827,0.360314601002045
NeuMF,0,6,0.2380849456118612,0.629904568195343,0.3648384607658386
NeuMF,0,7,0.22978757777225617,0.6447507739067078,0.3702488836961599
NeuMF,0,8,0.22384057211997901,0.6362672448158264,0.3711021985797444
NeuMF,0,9,0.21736829728984652,0.6447507739067078,0.37903390062786824
NeuMF,0,10,0.21200612228872007,0.6564157009124756,0.38334451100989847
NeuMF,0,11,0.2064558151615408,0.6564157009124756,0.38633827774033
NeuMF,0,12,0.2026002551966102,0.6542947888374329,0.39506342780703857
NeuMF,0,13,0.19814766145431448,0.66171795129776,0.38466136801048917
NeuMF,0,14,0.19394177071885182,0.6500530242919922,0.38799722752377247
NeuMF,0,15,0.19045998799502467,0.6468716859817505,0.3921910802346105
NeuMF,0,16,0.18737426862148876,0.6458112597465515,0.3902819577275216
NeuMF,0,17,0.18441094305826233,0.6394485831260681,0.38296429517516994
NeuMF,0,18,0.18147036419165305,0.6479321122169495,0.38767208660384594
NeuMF,0,19,0.17951772641630906,0.628844141960144,0.3786396015298149
NeuMF,0,20,0.17636314297942524,0.6394485831260681,0.3807410396823393
GMF,1,0,,0.11558854579925537,0.05150265162899409
GMF,1,1,0.4375253748514169,0.3860021233558655,0.20545161899988612
GMF,1,2,0.3522340774984471,0.4008483588695526,0.2143685750616501
GMF,1,3,0.3427922932962706,0.4432661831378937,0.24368337501629755
GMF,1,4,0.3245542603608318,0.49522799253463745,0.27252382196677444
GMF,1,5,0.3082722735817585,0.5302227139472961,0.2876933004753677
GMF,1,6,0.29405680448263366,0.5408271551132202,0.29420227124218395
GMF,1,7,0.28626813503343684,0.5577942728996277,0.3051417037378962
GMF,1,8,0.2789168561546418,0.5705196261405945,0.3148956464093661
GMF,1,9,0.27277622717086647,0.5832449793815613,0.32617076316262944
GMF,1,10,0.26561464378640437,0.6012725234031677,0.3359924325377964
GMF,1,11,0.260069231823265,0.6150583028793335,0.3480865216512396
GMF,1,12,0.25494820379216027,0.6235418915748596,0.3535978016371008
GMF,1,13,0.2504766816942915,0.628844141960144,0.35291705660008454
GMF,1,14,0.24781349488789622,0.6394485831260681,0.36243175545291284
GMF,1,15,0.24540348184709676,0.6362672448158264,0.3641914911375962
GMF,1,16,0.24330786540823346,0.6383880972862244,0.3637085265347537
GMF,1,17,0.24125245615457536,0.6447507739067078,0.3680501737337329
GMF,1,18,0.24081446535299547,0.6447507739067078,0.37007921478594014
GMF,1,19,0.2395920168579039,0.6532343626022339,0.37056389691064845
GMF,1,20,0.23932494383195124,0.6511134505271912,0.3707791537000518
MLP,1,0,,0.101802758872509,0.048763827450119056
MLP,1,1,0.36659528191106105,0.46977731585502625,0.26394974914300046
MLP,1,2,0.31929223171120175,0.5450689196586609,0.29919544904055556
MLP,1,3,0.2941318174239282,0.5821844935417175,0.3243593819684051
MLP,1,4,0.279566119625084,0.6002120971679688,0.33690746639216185
MLP,1,5,0.26937304972954695,0.6256628036499023,0.35953732240700087
MLP,1,6,0.26081668129986824,0.6203605532646179,0.3586645649348326
MLP,1,7,0.25424433012146885,0.6235418915748596,0.36026297095063425
MLP,1,8,0.24725437118051288,0.6362672448158264,0.3665874813441455
MLP,1,9,0.24240626824916175,0.6458112597465515,0.3748007077358032
MLP,1,10,0.23664134006666993,0.6330859065055847,0.3659416754518825
MLP,1,11,0.2327940542877436,0.6373276710510254,0.37218298402630245
MLP,1,12,0.2286706071829736,0.6383880972862244,0.3781071590155953
MLP,1,13,0.22453023750112253,0.6415694355964661,0.3786033537392051
MLP,1,14,0.22118303301873504,0.6405090093612671,0.3805868847163452
MLP,1,15,0.21796518795835132,0.6511134505271912,0.38472362531703713
MLP,1,16,0.21460214100285568,0.629904568195343,0.37676448004846275
MLP,1,17,0.2111344224919623,0.6500530242919922,0.38290861210824745
MLP,1,18,0.20957831900593318,0.6383880972862244,0.3794444936271525
MLP,1,19,0.20628911188555316,0.6277836561203003,0.3738065628786622
MLP,1,20,0.20422448354326347,0.6405090093612671,0.38320998127203354
NeuMF,1,0,,0.09331919252872467,0.04283316812284507
NeuMF,1,1,0.35441119952433864,0.5185577869415283,0.29120676900154935
NeuMF,1,2,0.2931537369081889,0.5726405382156372,0.31922150802292665
NeuMF,1,3,0.2713609507532984,0.6097561120986938,0.33894663016556165
NeuMF,1,4,0.2575285004740094,0.6320254802703857,0.35328181666568376
NeuMF,1,5,0.24624534900501382,0.6553552746772766,0.365878562508572
NeuMF,1,6,0.23735419714154618,0.6595970392227173,0.36791892749627003
NeuMF,1,7,0.2306722232367029,0.6574761271476746,0.3716116711335036
NeuMF,1,8,0.22342474407730736,0.6511134505271912,0.37829307284829194
NeuMF,1,9,0.21851571723109517,0.6659597158432007,0.39275798478741414
NeuMF,1,10,0.21279251401456534,0.6680805683135986,0.3866112740314078
NeuMF,1,11,0.2087288614474335,0.6648992300033569,0.3918816078541363
NeuMF,1,12,0.20375928174383323,0.6479321122169495,0.38705045899126467
NeuMF,1,13,0.1998381903039249,0.6574761271476746,0.3846001935433432
NeuMF,1,14,0.19597534738739386,0.6542947888374329,0.39126914409953356
NeuMF,1,15,0.19254631625303986,0.6489925980567932,0.385163604531818
NeuMF,1,16,0.18893986019061612,0.6479321122169495,0.3808433924596824
NeuMF,1,17,0.18545734440359146,0.6447507739067078,0.385498294536351
NeuMF,1,18,0.1835136811085938,0.6479321122169495,0.3864537108139082
NeuMF,1,19,0.18018609052783868,0.6532343626022339,0.38484610408068204
NeuMF,1,20,0.17749212722652252,0.6532343626022339,0.38918371220465825
GMF,2,0,,0.09013785421848297,0.04409688385470337
GMF,2,1,0.4361981861586285,0.38388124108314514,0.20409212590214537
GMF,2,2,0.3526597980764567,0.38706257939338684,0.20936982001156954
GMF,2,3,0.34871508915597804,0.4040296971797943,0.22014538968376837
GMF,2,4,0.3375353757411027,0.46341463923454285,0.25845673339258696
GMF,2,5,0.3145672479129672,0.5143160223960876,0.2831293562202833
GMF,2,6,0.2981585309512364,0.5387062430381775,0.296021479368364
GMF,2,7,0.28934370403006016,0.5429480671882629,0.3014207841557012
GMF,2,8,0.28284537229875834,0.5726405382156372,0.31786489853291106
GMF,2,9,0.2761697325746674,0.5843054056167603,0.3267898948489457
GMF,2,10,0.26896255667243113,0.5959703326225281,0.33540527701303
GMF,2,11,0.26237878089096234,0.6129374504089355,0.3477169275230492
GMF,2,12,0.2578046674339664,0.6267232298851013,0.3512321718991601
GMF,2,13,0.25401866461811407,0.6246023178100586,0.35049593631795356
GMF,2,14,0.250226096353738,0.6246023178100586,0.35717527885509026
GMF,2,15,0.24859688891983378,0.6383880972862244,0.36115208075539446
GMF,2,16,0.2459029177345133,0.6500530242919922,0.36809162761699676
GMF,2,17,0.24451546901242965,0.6468716859817505,0.36656736902840037
GMF,2,18,0.24293222681049673,0.6426299214363098,0.3638685905776209
GMF,2,19,0.241631162864739,0.6436903476715088,0.3676086397362909
GMF,2,20,0.24057671022229993,0.6532343626022339,0.3677050101099525
MLP,2,0,,0.09331919252872467,0.041596167154982516
MLP,2,1,0.36906519989690617,0.4422057271003723,0.24222037607595337
MLP,2,2,0.3246636054540722,0.5196182131767273,0.28492622367356085
MLP,2,3,0.3058281176306317,0.5461293458938599,0.30803201911008804
MLP,2,4,0.2888925958463915,0.5747613906860352,0.32391343172627807
MLP,2,5,0.27764792523095505,0.587486743927002,0.3351322044441883
MLP,2,6,0.269315324509302,0.6012725234031677,0.3398782753937451
MLP,2,7,0.2621385775249674,0.6076352000236511,0.35064165531816816
MLP,2,8,0.25547700126980016,0.619300127029419,0.35638057344236485
MLP,2,9,0.2497800688192877,0.6256628036499023,0.3564550890908433
MLP,2,10,0.24438214684419915,0.6394485831260681,0.366644611982974
MLP,2,11,0.23896689550493938,0.6436903476715088,0.3703691263518109
MLP,2,12,0.2347229475336623,0.6352067589759827,0.369040979313646
MLP,2,13,0.23132987128542998,0.6405090093612671,0.3678918534192683
MLP,2,14,0.22713847441328167,0.6521739363670349,0.37890107319624816
MLP,2,15,0.22414920380938216,0.6373276710510254,0.3706977901325836
MLP,2,16,0.22001226929258255,0.6405090093612671,0.3742106210246667
MLP,2,17,0.21754146976525573,0.6542947888374329,0.38626261198539474
MLP,2,18,0.21384242872917533,0.6574761271476746,0.3856278504442779
MLP,2,19,0.210796039676779,0.6436903476715088,0.3801542565338478
MLP,2,20,0.2080449521161298,0.6532343626022339,0.37910423926640846
NeuMF,2,0,,0.09331919252872467,0.040026316046764064
NeuMF,2,1,0.35656777478912927,0.5121951103210449,0.281789397968204
NeuMF,2,2,0.29502578074044605,0.553552508354187,0.30631766520749615
NeuMF,2,3,0.2795818922081406,0.5896076560020447,0.3263562073960743
NeuMF,2,4,0.26453895323002946,0.598091185092926,0.33769301390374457
NeuMF,2,5,0.2521976266104216,0.6277836561203003,0.35288471120750875
NeuMF,2,6,0.24334854716041526,0.6458112597465515,0.3625749738928263
NeuMF,2,7,0.23598998649806763,0.66171795129776,0.3751407093741551
NeuMF,2,8,0.2298810577038768,0.6542947888374329,0.37744585891837995
NeuMF,2,9,0.22459558742007524,0.6564157009124756,0.3797031343811959
NeuMF,2,10,0.21949679632459976,0.66171795129776,0.3852913019281855
NeuMF,2,11,0.21383016525436674,0.6670201420783997,0.3812991231210233
NeuMF,2,12,0.2099197413012433,0.6542947888374329,0.38149275404440935
NeuMF,2,13,0.2062739379584776,0.6595970392227173,0.38361231189919387
NeuMF,2,14,0.2020846208196819,0.6585366129875183,0.38294058510526907
NeuMF,2,15,0.19944385222943783,0.6606574654579163,0.386493118450054
NeuMF,2,16,0.19555277755401554,0.6489925980567932,0.37805499967816053
NeuMF,2,17,0.1920478727681965,0.6511134505271912,0.38372202456766635
NeuMF,2,18,0.18885449020715125,0.6542947888374329,0.3865775220694111
NeuMF,2,19,0.1853737498417387,0.6574761271476746,0.3862797576966274
NeuMF,2,20,0.18297575673578878,0.6564157009124756,0.3831521736374577
GMF,3,0,,0.10604453831911087,0.04538680272702924
GMF,3,1,0.4390116240922253,0.375397652387619,0.19954624658024478
GMF,3,2,0.35214474031453635,0.3944856822490692,0.20842073794023655
GMF,3,3,0.34479294940612093,0.4273594915866852,0.23496972615425943
GMF,3,4,0.32690464654796864,0.4909862279891968,0.26996563670763235
GMF,3,5,0.30479489788578595,0.5312831401824951,0.2897699142910518
GMF,3,6,0.2924517694119466,0.5408271551132202,0.2989639546444866
GMF,3,7,0.2853842107445499,0.5662778615951538,0.3111060563222701
GMF,3,8,0.27777643453285833,0.5694591999053955,0.3178303902276394
GMF,3,9,0.26934302596193743,0.586426317691803,0.3317703937756826
GMF,3,10,0.26245123002582704,0.5991516709327698,0.3377419863643302
GMF,3,11,0.25813387972663343,0.6203605532646179,0.34453051591753153
GMF,3,12,0.2553245384333212,0.6256628036499023,0.3515047115505417
GMF,3,13,0.25212489201484695,0.6203605532646179,0.3490587197650297
GMF,3,14,0.2495653525525505,0.6330859065055847,0.35249459985851234
GMF,3,15,0.2465831753748071,0.6246023178100586,0.35062135756795043
GMF,3,16,0.24484449013161558,0.6415694355964661,0.3606648503758989
GMF,3,17,0.24425445278753727,0.6394485831260681,0.3634045333733783
GMF,3,18,0.24199317217360386,0.630964994430542,0.36701252998508116
GMF,3,19,0.24167005059918686,0.6479321122169495,0.3700004027044316
GMF,3,20,0.240341215270647,0.6532343626022339,0.36647942843824255
MLP,3,0,,0.1049840897321701,0.0472144110084108
MLP,3,1,0.36984207998086177,0.42841994762420654,0.23478738535033536
MLP,3,2,0.3243450230605827,0.5249204635620117,0.29661087861597496
MLP,3,3,0.3022212310784999,0.5567338466644287,0.3141958610914789
MLP,3,4,0.2852224317510574,0.587486743927002,0.32661134517427953
MLP,3,5,0.2728119797643618,0.5832449793815613,0.3314315433375131
MLP,3,6,0.26330503494195645,0.6076352000236511,0.34190142173395777
MLP,3,7,0.25518933578538655,0.6246023178100586,0.35748207052921
MLP,3,8,0.24992765980499543,0.6235418915748596,0.36301189394267924
MLP,3,9,0.24434078357960218,0.6246023178100586,0.3616845043994693
MLP,3,10,0.2384136360694293,0.6405090093612671,0.3758344960245393
MLP,3,11,0.2340621373788861,0.6405090093612671,0.37053970792349494
MLP,3,12,0.23041307928462193,0.6532343626022339,0.36964619471370974
MLP,3,13,0.22677568839066164,0.6330859065055847,0.37313295249541256
MLP,3,14,0.2227094668666205,0.6362672448158264,0.36895626074683213
MLP,3,15,0.21866621451823826,0.628844141960144,0.37289055431014395
MLP,3,16,0.21566453625149973,0.6447507739067078,0.37794673718806715
MLP,3,17,0.21332305222175618,0.6362672448158264,0.3747022976141464
MLP,3,18,0.20995742928818484,0.6277836561203003,0.36672895741518197
MLP,3,19,0.2080537012793581,0.6426299214363098,0.37309386394160454
MLP,3,20,0.20523933686563114,0.6521739363670349,0.38419835466194613
NeuMF,3,0,,0.1049840897321701,0.04616656920758372
NeuMF,3,1,0.3524090924502989,0.5344644784927368,0.2962511491043475
NeuMF,3,2,0.2919368413024306,0.5779427289962769,0.3189091430502922
NeuMF,3,3,0.27298331823387784,0.6086956262588501,0.3417547113325739
NeuMF,3,4,0.25902802502698064,0.6352067589759827,0.3543933749067668
NeuMF,3,5,0.24736675578489317,0.6489925980567932,0.36427603535865505
NeuMF,3,6,0.23743851361300575,0.6500530242919922,0.37493546227271984
NeuMF,3,7,0.22860639413583803,0.6564157009124756,0.375908173452946
NeuMF,3,8,0.222439013216351,0.6479321122169495,0.3834679391079611
NeuMF,3,9,0.21660366947553175,0.6500530242919922,0.3931375470534663
NeuMF,3,10,0.2100208706145796,0.6542947888374329,0.38579934806124044
NeuMF,3,11,0.2060107259975009,0.6458112597465515,0.38534245610601453
NeuMF,3,12,0.20156020847666845,0.6564157009124756,0.391132074830026
NeuMF,3,13,0.19701138391158582,0.6574761271476746,0.39129432133115205
NeuMF,3,14,0.1935608035252253,0.6415694355964661,0.382735239426846
NeuMF,3,15,0.18970186145779924,0.6489925980567932,0.3920477935135009
NeuMF,3,16,0.18600348099410993,0.6542947888374329,0.39152603576747064
NeuMF,3,17,0.18356895178412463,0.6405090093612671,0.3920042298521957
NeuMF,3,18,0.18053217100508315,0.6468716859817505,0.39116888919706816
NeuMF,3,19,0.17799415143850025,0.6352067589759827,0.38864205075736313
NeuMF,3,20,0.17502508148847754,0.6415694355964661,0.39200418775961626
GMF,4,0,,0.09650053083896637,0.04824976934362692
GMF,4,1,0.435968194508311,0.38706257939338684,0.20476990083901558
GMF,4,2,0.35257567369301474,0.3817603290081024,0.20794110174928865
GMF,4,3,0.3488230833056981,0.407211035490036,0.21730578512564758
GMF,4,4,0.3392489279053036,0.44114527106285095,0.23720592723723438
GMF,4,5,0.3238080494844693,0.4772004187107086,0.2628411898145312
GMF,4,6,0.30614823872294084,0.522799551486969,0.29396411317963533
GMF,4,7,0.29126880257391674,0.5577942728996277,0.3093225008737075
GMF,4,8,0.28155164181108416,0.5800636410713196,0.3240655136980579
GMF,4,9,0.2733955342164257,0.5896076560020447,0.33226260727269014
GMF,4,10,0.26695220870822184,0.6055142879486084,0.3369957023869274
GMF,4,11,0.2610518770765913,0.6129374504089355,0.3462662441683208
GMF,4,12,0.2555052928405558,0.6182396411895752,0.34514494304452265
GMF,4,13,0.25181697700383393,0.6352067589759827,0.35784743403285146
GMF,4,14,0.24966993283424288,0.6341463327407837,0.3589415275649606
GMF,4,15,0.24706545129367039,0.6320254802703857,0.35223765515221683
GMF,4,16,0.24605837616907203,0.6362672448158264,0.357433411135177
GMF,4,17,0.24382802143249188,0.6415694355964661,0.36455354783369887
GMF,4,18,0.2436327859198301,0.6426299214363098,0.36172546530485783
GMF,4,19,0.24175149184540862,0.6373276710510254,0.36356219122211253
GMF,4,20,0.24089275636859503,0.6383880972862244,0.36364185851317565
MLP,4,0,,0.1113467663526535,0.052024289015509616
MLP,4,1,0.3670209629530766,0.4740190804004669,0.25572359112601245
MLP,4,2,0.3166208028869881,0.553552508354187,0.31569396155896456
MLP,4,3,0.2907755967715684,0.5779427289962769,0.3138295113967761
MLP,4,4,0.2798761149352788,0.5917285084724426,0.32971982241583225
MLP,4,5,0.2714044964589071,0.6086956262588501,0.34078535495517204
MLP,4,6,0.26299556068797975,0.6108165383338928,0.3463098216939436
MLP,4,7,0.25607855410160774,0.6362672448158264,0.3530459115439137
MLP,4,8,0.24976321223742867,0.6224814653396606,0.3536471693580149
MLP,4,9,0.2439808450363593,0.630964994430542,0.3590721538611617
MLP,4,10,0.23932761921110274,0.6256628036499023,0.35720908027934817
MLP,4,11,0.23469186586282648,0.6277836561203003,0.35633521806497004
MLP,4,12,0.22978296800100728,0.6267232298851013,0.36109435588810773
MLP,4,13,0.225682077466376,0.6023330092430115,0.3500605030273125
MLP,4,14,0.2231463743457929,0.629904568195343,0.35958085970167303
MLP,4,15,0.21898099312742048,0.6203605532646179,0.3536629146729646
MLP,4,16,0.2163079623259229,0.6405090093612671,0.3668751624500883
MLP,4,17,0.21257902554160585,0.6320254802703857,0.3701052213144064
MLP,4,18,0.21050614624104405,0.6277836561203003,0.36450405455389684
MLP,4,19,0.20705518268753012,0.6405090093612671,0.3713680633577724
MLP,4,20,0.20419520337060104,0.6405090093612671,0.3691738703525726
NeuMF,4,0,,0.08483563363552094,0.03766576371300523
NeuMF,4,1,0.35294916191294895,0.5291622281074524,0.2910205911674443
NeuMF,4,2,0.28578565203912915,0.5906680822372437,0.326541065290397
NeuMF,4,3,0.2649599833454396,0.6065747737884521,0.33931621417224844
NeuMF,4,4,0.2522486978965769,0.6235418915748596,0.34993136992121654
NeuMF,4,5,0.24225886276193678,0.6479321122169495,0.363973263548051
NeuMF,4,6,0.2341368497287945,0.6574761271476746,0.3789188930039962
NeuMF,4,7,0.2279538795985305,0.6564157009124756,0.3738124326427263
NeuMF,4,8,0.22223767466319308,0.662778377532959,0.3833704709682515
NeuMF,4,9,0.21662866375942627,0.6702014803886414,0.3902283624453934
NeuMF,4,10,0.21140872466963187,0.6733828186988831,0.39774256843640615
NeuMF,4,11,0.20690780365491615,0.6691410541534424,0.40006188719461866
NeuMF,4,12,0.20213026895043532,0.6595970392227173,0.3911923614880547
NeuMF,4,13,0.19834902928916393,0.6691410541534424,0.4020483870225946
NeuMF,4,14,0.19463003889067348,0.6553552746772766,0.3924682668275622
NeuMF,4,15,0.19142348116431304,0.6574761271476746,0.39056188602729625
NeuMF,4,16,0.188874237098025,0.6595970392227173,0.3965613231001064
NeuMF,4,17,0.18520183503180654,0.6564157009124756,0.3947036093586067
NeuMF,4,18,0.1832811208105866,0.6606574654579163,0.39268229502371405
NeuMF,4,19,0.17985949195822853,0.6447507739067078,0.3907181830213639
