model,seed,epoch,train_loss,HR@10,NDCG@10
NeuMF,4,20,0.17710033193014055,0.6436903476715088,0.3898995810730456
GMF,5,0,,0.10710498690605164,0.04645121302674499
GMF,5,1,0.4379710530060801,0.3817603290081024,0.202065269717636
GMF,5,2,0.35250073583082764,0.3976670205593109,0.21373820429314594
GMF,5,3,0.3416433103194109,0.4294803738594055,0.24255722696228496
GMF,5,4,0.32278194344881844,0.4931071102619171,0.27410822302942683
GMF,5,5,0.3041976921748942,0.5291622281074524,0.2896813481482394
GMF,5,6,0.29145231874013844,0.5524920225143433,0.3076817564638386
GMF,5,7,0.28354721928735355,0.5609756112098694,0.31212496663172395
GMF,5,8,0.27595502658234117,0.5821844935417175,0.32470953431687427
GMF,5,9,0.26911788853906543,0.6002120971679688,0.3394328809058781
GMF,5,10,0.26274134515294445,0.6044538617134094,0.3428770509254846
GMF,5,11,0.25737048301905857,0.6203605532646179,0.354360680945918
GMF,5,12,0.25391931288059894,0.6246023178100586,0.35019448441240003
GMF,5,13,0.2514333678597518,0.6277836561203003,0.35464721407214317
GMF,5,14,0.2492826096256852,0.619300127029419,0.35257707139202016
GMF,5,15,0.24682474310572527,0.6277836561203003,0.3573180410834541
GMF,5,16,0.2448524638996153,0.6267232298851013,0.35980101135374265
GMF,5,17,0.24406221094577038,0.628844141960144,0.36981172987608185
GMF,5,18,0.24342942797182912,0.630964994430542,0.3630338420565519
GMF,5,19,0.24179064523040864,0.629904568195343,0.3653411766905823
GMF,5,20,0.24138312014051236,0.6415694355964661,0.3708044277082609
MLP,5,0,,0.10710498690605164,0.04650887967278004
MLP,5,1,0.3647748384745537,0.5047720074653625,0.26912471797171283
MLP,5,2,0.31385881769894547,0.5705196261405945,0.3149792835773779
MLP,5,3,0.28698170045059446,0.5832449793815613,0.3278424220638127
MLP,5,4,0.2759125410667252,0.5917285084724426,0.3341740357539606
MLP,5,5,0.2692697075496989,0.6118769645690918,0.34531507752782586
MLP,5,6,0.26142815840867106,0.6256628036499023,0.35991942929624327
MLP,5,7,0.2539099674347253,0.6383880972862244,0.35876324156040645
MLP,5,8,0.2475272910592559,0.6352067589759827,0.3569821768907796
MLP,5,9,0.24237170777304434,0.6511134505271912,0.3677802682935659
MLP,5,10,0.23714042482863656,0.6277836561203003,0.36176309939000134
MLP,5,11,0.23171180071693112,0.6341463327407837,0.3640405467287997
MLP,5,12,0.22708695710882695,0.6362672448158264,0.36361562750238674
MLP,5,13,0.2230541553137575,0.6352067589759827,0.3664531917697735
MLP,5,14,0.2200837238257097,0.630964994430542,0.36563757663207597
MLP,5,15,0.216086807122939,0.6458112597465515,0.37027882470500445
MLP,5,16,0.21233500240811717,0.6489925980567932,0.3705823387318685
MLP,5,17,0.21023728515162537,0.6320254802703857,0.37207150687467627
MLP,5,18,0.20772113121764568,0.6383880972862244,0.3757745299156894
MLP,5,19,0.20419708730773176,0.6330859065055847,0.3681559854545276
MLP,5,20,0.20128699602395145,0.6426299214363098,0.38452917009604803
NeuMF,5,0,,0.12831389904022217,0.059734528881388874
NeuMF,5,1,0.35613258353073207,0.5281018018722534,0.28892233866474176
NeuMF,5,2,0.29456947615764006,0.5737009644508362,0.3193423927342719
NeuMF,5,3,0.2715692290280323,0.6118769645690918,0.3384089435074766
NeuMF,5,4,0.25678695107914784,0.6362672448158264,0.35696002635838725
NeuMF,5,5,0.24675490224755325,0.6521739363670349,0.36594689324459406
NeuMF,5,6,0.23782320933729617,0.6553552746772766,0.3710650803744425
NeuMF,5,7,0.23059863247654544,0.6564157009124756,0.373407265905571
NeuMF,5,8,0.22445774954310893,0.6585366129875183,0.3810753488604226
NeuMF,5,9,0.2209133023417511,0.66171795129776,0.38012208823800414
NeuMF,5,10,0.21609585727984262,0.6606574654579163,0.38408037307568144
NeuMF,5,11,0.21118817649002428,0.6606574654579163,0.3878641645114978
NeuMF,5,12,0.20769692094314307,0.6680805683135986,0.3903675880681931
NeuMF,5,13,0.20417631074658915,0.6564157009124756,0.3870498334945275
NeuMF,5,14,0.2012047705817126,0.6564157009124756,0.3914927355305531
NeuMF,5,15,0.19784474614869052,0.6702014803886414,0.39440577774522556
NeuMF,5,16,0.19461658682887478,0.662778377532959,0.3917164937147258
NeuMF,5,17,0.1914157543576133,0.6659597158432007,0.39248683146828467
NeuMF,5,18,0.1894388730123268,0.6712619066238403,0.39832258512443264
NeuMF,5,19,0.18651000676317026,0.6574761271476746,0.3951459124154622
NeuMF,5,20,0.18360189640568417,0.6723223924636841,0.3961811854272119
GMF,6,0,,0.10392364859580994,0.04807047979337698
GMF,6,1,0.43756541776268787,0.39024388790130615,0.2062469041658093
GMF,6,2,0.35158521135000087,0.3955461382865906,0.21365179192087333
GMF,6,3,0.34134287188500106,0.42841994762420654,0.2343387279652314
GMF,6,4,0.32052860252136517,0.4803817570209503,0.2669255510707068
GMF,6,5,0.3010766314204373,0.5249204635620117,0.29248695515360906
GMF,6,6,0.29255710197218715,0.5418875813484192,0.29980965946287436
GMF,6,7,0.28824534033191773,0.5524920225143433,0.306289707328496
GMF,6,8,0.2827850187065613,0.5747613906860352,0.3160099371943941
GMF,6,9,0.27637641165697646,0.5811240673065186,0.32282294420311525
GMF,6,10,0.2704119569907374,0.5896076560020447,0.3279174753853293
GMF,6,11,0.2650356269712359,0.6023330092430115,0.3370798456869804
GMF,6,12,0.26153225781257483,0.6161187887191772,0.34491299333623743
GMF,6,13,0.2567518758272491,0.6150583028793335,0.3472540751194783
GMF,6,14,0.2532607443633581,0.6246023178100586,0.3525337204936199
GMF,6,15,0.2503107502368528,0.6267232298851013,0.3593460796536286
GMF,6,16,0.24840325348861822,0.6352067589759827,0.36023136843452924
GMF,6,17,0.24666221586441267,0.6277836561203003,0.35819362900157775
GMF,6,18,0.245288010779174,0.6341463327407837,0.3671368740655208
GMF,6,19,0.2443138321010094,0.6373276710510254,0.37116961971502654
GMF,6,20,0.24271259795504768,0.6405090093612671,0.36966270186067024
MLP,6,0,,0.0890774130821228,0.03765789607235377
MLP,6,1,0.3683634015177413,0.4750795364379883,0.25935279770997277
MLP,6,2,0.31859888467701314,0.5493106842041016,0.30105039492695496
MLP,6,3,0.2988235028250995,0.5790031552314758,0.3181478577603084
MLP,6,4,0.28258123045887945,0.597030758857727,0.32882448729256675
MLP,6,5,0.2733004802766396,0.6023330092430115,0.34715862574299367
MLP,6,6,0.2658861356012455,0.6235418915748596,0.35063374209677284
MLP,6,7,0.2587123551994467,0.6161187887191772,0.350057596375495
MLP,6,8,0.2525552712268042,0.619300127029419,0.35729225985777346
MLP,6,9,0.24693544879317256,0.6235418915748596,0.35744399404889904
MLP,6,10,0.2414811978641325,0.6203605532646179,0.36201268877833537
MLP,6,11,0.23644860559883807,0.6118769645690918,0.35934780254673565
MLP,6,12,0.2335925363178713,0.6256628036499023,0.3722852175815645
MLP,6,13,0.22906045666399646,0.6320254802703857,0.3697815339212028
MLP,6,14,0.2251579061275393,0.6224814653396606,0.3684055007831751
MLP,6,15,0.22155599554555552,0.6214209794998169,0.36712807238644984
MLP,6,16,0.21861203756631192,0.6394485831260681,0.3801712282193965
MLP,6,17,0.21564772918814,0.619300127029419,0.3765330297965864
MLP,6,18,0.21342831888591932,0.6235418915748596,0.3716605240013034
MLP,6,19,0.21065363285775157,0.6341463327407837,0.3849249972633755
MLP,6,20,0.20799511042749225,0.6405090093612671,0.38356923111725566
NeuMF,6,0,,0.09437964111566544,0.044478270408477634
NeuMF,6,1,0.353467872778812,0.5291622281074524,0.2977040010755275
NeuMF,6,2,0.29032419458386133,0.5800636410713196,0.32074272749885513
NeuMF,6,3,0.2718664927563962,0.6002120971679688,0.33218135706895824
NeuMF,6,4,0.2598790383728703,0.6065747737884521,0.3374085985624696
NeuMF,6,5,0.2504176038277534,0.6277836561203003,0.35822282380092674
NeuMF,6,6,0.24136310098142413,0.6246023178100586,0.35896966192560287
NeuMF,6,7,0.23400581037010154,0.6415694355964661,0.36776090095062725
NeuMF,6,8,0.22779850306486285,0.6468716859817505,0.37201204249056413
NeuMF,6,9,0.22195566334874503,0.6458112597465515,0.37698881931042383
NeuMF,6,10,0.2165184366947736,0.6532343626022339,0.3847503076684696
NeuMF,6,11,0.2118135869634242,0.6532343626022339,0.3856770475722848
NeuMF,6,12,0.20932880570956705,0.6553552746772766,0.3881788286976056
NeuMF,6,13,0.20499858186585992,0.6521739363670349,0.39418639444276043
NeuMF,6,14,0.20025503521207896,0.6564157009124756,0.3927086583868348
NeuMF,6,15,0.19737913065831275,0.6426299214363098,0.384238530751893
NeuMF,6,16,0.19456899417437645,0.6659597158432007,0.39114893462466827
NeuMF,6,17,0.19174265506382634,0.6532343626022339,0.39162581099039784
NeuMF,6,18,0.18835600649266582,0.6606574654579163,0.40398474285977204
NeuMF,6,19,0.1863531427802649,0.6691410541534424,0.3968746371433159
NeuMF,6,20,0.18380281891387745,0.6511134505271912,0.3972477389001349
GMF,7,0,,0.10074231028556824,0.04670141482042697
GMF,7,1,0.43740824593637845,0.3976670205593109,0.2085702794283508
GMF,7,2,0.3459500669583754,0.43160128593444824,0.23702256531441
GMF,7,3,0.32686651411762097,0.48568397760391235,0.26786643621290146
GMF,7,4,0.3185606572419137,0.5132555961608887,0.2805274371384472
GMF,7,5,0.31235463838516814,0.5249204635620117,0.28735141728807106
GMF,7,6,0.3007292943981961,0.5344644784927368,0.2903108311981922
GMF,7,7,0.2911235957666492,0.5408271551132202,0.2984363843954803
GMF,7,8,0.28577326678954174,0.5588546991348267,0.30837096305179007
GMF,7,9,0.2792806244156861,0.5673382878303528,0.3157907663580447
GMF,7,10,0.27291119377665607,0.5917285084724426,0.32910189707937476
GMF,7,11,0.2674211192046478,0.5896076560020447,0.330612936691985
GMF,7,12,0.26218000865049185,0.6108165383338928,0.33989010974744344
GMF,7,13,0.25709192812956727,0.6129374504089355,0.34014453588843196
GMF,7,14,0.2512471407890043,0.6182396411895752,0.346265195193766
GMF,7,15,0.24849594274859385,0.6341463327407837,0.35254648799538724
GMF,7,16,0.24575176992342898,0.6458112597465515,0.3604065657435346
GMF,7,17,0.2430835742000619,0.6394485831260681,0.36230750519852545
GMF,7,18,0.2422186961023496,0.6415694355964661,0.36463758157449094
GMF,7,19,0.23970695924986846,0.6479321122169495,0.3703449683481082
GMF,7,20,0.23982376709650588,0.6532343626022339,0.3734314896215349
MLP,7,0,,0.08377518504858017,0.034032042248436825
MLP,7,1,0.3691511647222599,0.45705196261405945,0.25221868135921305
MLP,7,2,0.3198225933429889,0.5662778615951538,0.3101963690432523
MLP,7,3,0.2937316088187582,0.5779427289962769,0.31948831283731466
MLP,7,4,0.28031715692543996,0.6002120971679688,0.3369814825735943
MLP,7,5,0.27193666187751736,0.6002120971679688,0.34115664058888734
MLP,7,6,0.26352780538585846,0.6055142879486084,0.3469831275700532
MLP,7,7,0.25588452744482004,0.6055142879486084,0.3424700482507138
MLP,7,8,0.2498556455146096,0.628844141960144,0.3601597085606861
MLP,7,9,0.24329943263732665,0.6214209794998169,0.36447142993988335
MLP,7,10,0.23834568430773698,0.6330859065055847,0.3643961501095738
MLP,7,11,0.23387013146183375,0.6267232298851013,0.3628849681678347
MLP,7,12,0.2289993497377739,0.6182396411895752,0.36012520454209035
MLP,7,13,0.22559036452238984,0.6224814653396606,0.36749171258832863
MLP,7,14,0.22093535863637784,0.6352067589759827,0.37850852775188215
MLP,7,15,0.21857923402971324,0.6277836561203003,0.3722105369099361
MLP,7,16,0.21538371603862222,0.6352067589759827,0.37630122833341995
MLP,7,17,0.21173600123430028,0.6415694355964661,0.37267845384559517
MLP,7,18,0.20944277222695454,0.6468716859817505,0.3721077696959971
MLP,7,19,0.20589848347696985,0.6362672448158264,0.37347124900556256
MLP,7,20,0.20458941627709587,0.630964994430542,0.3791660516349428
NeuMF,7,0,,0.10392364859580994,0.046146914850767495
NeuMF,7,1,0.3537663249736371,0.5132555961608887,0.2830439217638535
NeuMF,7,2,0.294800180069004,0.5662778615951538,0.31050157370039083
NeuMF,7,3,0.27555330151810004,0.6012725234031677,0.33040303242108504
NeuMF,7,4,0.26138970348082996,0.6203605532646179,0.348145048535458
NeuMF,7,5,0.25039885775727083,0.6373276710510254,0.3637045327650076
NeuMF,7,6,0.24062388299356277,0.6479321122169495,0.37271101709641297
NeuMF,7,7,0.23230868420297723,0.6542947888374329,0.37842000608066145
NeuMF,7,8,0.2259038722845953,0.6595970392227173,0.3836222892395422
NeuMF,7,9,0.21943749076478292,0.662778377532959,0.3901152220237379
NeuMF,7,10,0.21428768189823783,0.6723223924636841,0.391702965944114
NeuMF,7,11,0.2101819671885321,0.6670201420783997,0.39158690860852763
NeuMF,7,12,0.2049131492234026,0.6532343626022339,0.38256846249621934
NeuMF,7,13,0.20163821316045805,0.6648992300033569,0.3895787834677867
NeuMF,7,14,0.19686200901196793,0.6542947888374329,0.38387498019684096
NeuMF,7,15,0.19451635547226354,0.6585366129875183,0.3876122226776629
NeuMF,7,16,0.1908511655608336,0.66171795129776,0.3915541273961357
NeuMF,7,17,0.18832474553890263,0.6511134505271912,0.3837497292091702
NeuMF,7,18,0.185311389370374,0.6458112597465515,0.3857221302989097
NeuMF,7,19,0.18144557551125118,0.6553552746772766,0.3903640942215183
NeuMF,7,20,0.18050998573790974,0.6447507739067078,0.3848888961992643
GMF,8,0,,0.09331919252872467,0.04487162129363896
GMF,8,1,0.4388723571113104,0.375397652387619,0.19927299111595764
GMF,8,2,0.35239320854390105,0.39978790283203125,0.21162212267943653
GMF,8,3,0.3479629397619479,0.4103923738002777,0.21669351187633565
GMF,8,4,0.33400346750108095,0.44750794768333435,0.25466557425373176
GMF,8,5,0.314199985691179,0.5026510953903198,0.2762108728264275
GMF,8,6,0.2982346850293905,0.5355249047279358,0.29671634799624774
GMF,8,7,0.2884026773736711,0.555673360824585,0.3070174268734972
GMF,8,8,0.2808900991881606,0.5694591999053955,0.31360642392159793
GMF,8,9,0.27296063600251436,0.5896076560020447,0.327413922848499
GMF,8,10,0.2669627269674879,0.597030758857727,0.3347602499126999
GMF,8,11,0.2612346631407113,0.5991516709327698,0.3412092328931532
GMF,8,12,0.2567599394712091,0.6214209794998169,0.35201271801971584
GMF,8,13,0.2535943951993026,0.6394485831260681,0.36417919586208436
GMF,8,14,0.24959395676884685,0.6330859065055847,0.3591935025845195
GMF,8,15,0.24664517084794343,0.6521739363670349,0.3669746659723252
GMF,8,16,0.2444628904599533,0.6458112597465515,0.3737203530425889
GMF,8,17,0.24324938092703272,0.6606574654579163,0.3699967290429297
GMF,8,18,0.24118777270447764,0.6405090093612671,0.3704848984406519
GMF,8,19,0.2411737183803113,0.6479321122169495,0.37309862266823873
GMF,8,20,0.24027705050470738,0.6542947888374329,0.376527431470978
MLP,8,0,,0.10604453831911087,0.0501771375879504
MLP,8,1,0.3620054684119644,0.4931071102619171,0.2672743545084957
MLP,8,2,0.3088930284507723,0.5503711700439453,0.3065075300936145
MLP,8,3,0.2862225289101251,0.5821844935417175,0.3189678574322643
MLP,8,4,0.27605814504307996,0.6002120971679688,0.3364450955318008
MLP,8,5,0.2669358504707412,0.6182396411895752,0.34837623018743613
MLP,8,6,0.25969872435267705,0.6214209794998169,0.35269792019320667
MLP,8,7,0.2518960003258025,0.6320254802703857,0.35877559299021955
MLP,8,8,0.24528840712084082,0.6341463327407837,0.36093879291329023
MLP,8,9,0.23866294765306198,0.6436903476715088,0.37145600837622095
MLP,8,10,0.23387600782619505,0.6320254802703857,0.37031075196455937
MLP,8,11,0.2295957621339531,0.628844141960144,0.36708233473620044
MLP,8,12,0.22489270745959472,0.628844141960144,0.3661260622860775
MLP,8,13,0.22206718572425568,0.6426299214363098,0.370943679842294
MLP,8,14,0.21846632781561795,0.6182396411895752,0.37348197287048185
MLP,8,15,0.2145404993280652,0.6341463327407837,0.3782653403999069
MLP,8,16,0.21219561894013797,0.6436903476715088,0.37737151507621847
MLP,8,17,0.20937514413918706,0.628844141960144,0.37088830901167436
MLP,8,18,0.2062293262014349,0.630964994430542,0.37028334805222934
MLP,8,19,0.20419423468698775,0.6330859065055847,0.37033528490919143
MLP,8,20,0.2020512449357907,0.630964994430542,0.37544263213671714
NeuMF,8,0,,0.09437964111566544,0.04206717204396489
NeuMF,8,1,0.35049766266837085,0.5196182131767273,0.2856356175495744
NeuMF,8,2,0.29005135497996426,0.5917285084724426,0.3214333861567747
NeuMF,8,3,0.2708615317755727,0.6129374504089355,0.3413443068339015
NeuMF,8,4,0.25660507596851057,0.619300127029419,0.3533654800676476
NeuMF,8,5,0.2452067247644329,0.6436903476715088,0.3625956183390426
NeuMF,8,6,0.23758574940626753,0.6383880972862244,0.3691997034837284
NeuMF,8,7,0.2292948941267409,0.6500530242919922,0.37165680193454476
NeuMF,8,8,0.22252766846982314,0.6521739363670349,0.3732448984582588
NeuMF,8,9,0.21553803799016633,0.6500530242919922,0.3788321273709893
NeuMF,8,10,0.21070671638611962,0.6532343626022339,0.3827590402054569
NeuMF,8,11,0.20546535691820672,0.6574761271476746,0.38765455784429065
NeuMF,8,12,0.20065843484249196,0.663838803768158,0.3910668399939531
NeuMF,8,13,0.19740285782354317,0.6691410541534424,0.4006582870971098
NeuMF,8,14,0.19303921167917854,0.6670201420783997,0.3957096587185245
NeuMF,8,15,0.18945222983554547,0.66171795129776,0.39850192350858527
NeuMF,8,16,0.18610731845812614,0.6458112597465515,0.38835147003736986
NeuMF,8,17,0.18356863526471331,0.6574761271476746,0.3957794218709294
NeuMF,8,18,0.17970634091533927,0.6489925980567932,0.3920680181544135
NeuMF,8,19,0.17863446587830437,0.6595970392227173,0.3968478267103986
NeuMF,8,20,0.17568313127763774,0.6330859065055847,0.38533506543894297
GMF,9,0,,0.10074231028556824,0.046704752051446884
GMF,9,1,0.4372106492625084,0.3817603290081024,0.20315837037815776
GMF,9,2,0.3530872443727764,0.3923647999763489,0.20927280670368067
GMF,9,3,0.34753809213154735,0.4135737121105194,0.22630892517390439
GMF,9,4,0.3300539958823783,0.4878048896789551,0.2708601219558402
GMF,9,5,0.3065306082600267,0.522799551486969,0.29033546941855704
GMF,9,6,0.29439681881729,0.5312831401824951,0.2927281046748131
GMF,9,7,0.29056886388749253,0.5440084934234619,0.3007977437304092
GMF,9,8,0.2853949671967073,0.5609756112098694,0.30856486569254554
GMF,9,9,0.2758752781428411,0.5747613906860352,0.32164705331538773
GMF,9,10,0.2669531628608869,0.6044538617134094,0.3398853037540278
GMF,9,11,0.2583679501452584,0.6150583028793335,0.3502376680756007
GMF,9,12,0.2519519495654709,0.6246023178100586,0.35590169102032515
GMF,9,13,0.24838168047992584,0.6246023178100586,0.3568363930252667
GMF,9,14,0.2455258847383756,0.6426299214363098,0.36583992570934837
GMF,9,15,0.24382597391902375,0.6330859065055847,0.36469978822910576
GMF,9,16,0.24144632374355557,0.6352067589759827,0.3636409560358046
GMF,9,17,0.241356663769942,0.6405090093612671,0.36713334115470564
GMF,9,18,0.2404819985046285,0.6383880972862244,0.36530277134610817
GMF,9,19,0.23945392585499106,0.6383880972862244,0.36613302132143705
GMF,9,20,0.2389703850821777,0.6373276710510254,0.37091034085189
MLP,9,0,,0.09650053083896637,0.03844095755784891
MLP,9,1,0.361653607015733,0.4867444336414337,0.2742740594290336
MLP,9,2,0.3089138759439573,0.5620360374450684,0.32151874172484524
MLP,9,3,0.2857612630796653,0.598091185092926,0.3276186068984436
MLP,9,4,0.2735587794239761,0.6002120971679688,0.33146776497857644
MLP,9,5,0.2656435978526353,0.6129374504089355,0.3545384276604114
MLP,9,6,0.2566850797929608,0.629904568195343,0.36036467685319074
MLP,9,7,0.24958934108755632,0.6214209794998169,0.35690291367964316
MLP,9,8,0.24383832271752232,0.6277836561203003,0.36611218582741273
MLP,9,9,0.2367635750802402,0.6415694355964661,0.366547301868921
MLP,9,10,0.23178251546106282,0.6373276710510254,0.3790681359885138
MLP,9,11,0.22741529791371706,0.6330859065055847,0.37681997201873546
MLP,9,12,0.2228133488613158,0.6352067589759827,0.3785843863149652
MLP,9,13,0.2192053863096901,0.6320254802703857,0.37566169345771966
MLP,9,14,0.21620294657402256,0.6383880972862244,0.3892304551309869
MLP,9,15,0.2121581265635221,0.6362672448158264,0.38150698923222875
MLP,9,16,0.20862915607444432,0.6479321122169495,0.38607159344564135
MLP,9,17,0.20611008941054376,0.6489925980567932,0.3886784638999575
MLP,9,18,0.20386308823374302,0.6362672448158264,0.37652089085741974
MLP,9,19,0.20079461374882468,0.6564157009124756,0.38727455563692353
MLP,9,20,0.19868943228675837,0.6352067589759827,0.37866992055117543
NeuMF,9,0,,0.10074231028556824,0.043889971531983235
NeuMF,9,1,0.3516690146517982,0.5185577869415283,0.28794899333918506
NeuMF,9,2,0.2957366631717127,0.5652173757553101,0.32042305924657827
NeuMF,9,3,0.2784739411237842,0.5938494205474854,0.32745412668837454
NeuMF,9,4,0.2608653831144647,0.6182396411895752,0.3487937314233415
NeuMF,9,5,0.24912287442226894,0.6426299214363098,0.36556487695871165
NeuMF,9,6,0.23938575431263778,0.6500530242919922,0.373731888866701
NeuMF,9,7,0.23261899904513483,0.6553552746772766,0.38006203474121303
NeuMF,9,8,0.22673253535004498,0.6532343626022339,0.38323365394476294
NeuMF,9,9,0.22028141732848366,0.6648992300033569,0.3865559996884883
NeuMF,9,10,0.21417770291208493,0.6659597158432007,0.392337210013689
NeuMF,9,11,0.2100796610694695,0.6670201420783997,0.39332321781368196
NeuMF,9,12,0.20542908974175186,0.6564157009124756,0.39006575569685575
NeuMF,9,13,0.20164955869870796,0.66171795129776,0.3958668836991645
NeuMF,9,14,0.19754786599614801,0.6595970392227173,0.3950851068395984
NeuMF,9,15,0.19385926883982774,0.6489925980567932,0.39161331607643246
NeuMF,9,16,0.1895793023324152,0.6553552746772766,0.39353399719771914
NeuMF,9,17,0.18713021891529033,0.6542947888374329,0.3907019415290444
NeuMF,9,18,0.1839502742967402,0.6489925980567932,0.39426403870237525
NeuMF,9,19,0.18112551828607776,0.6553552746772766,0.3997383066636868
NeuMF,9,20,0.17854662669220878,0.6553552746772766,0.40383848383402
